00:54:28,222 INFO  [org.hibernate.cfg.SettingsFactory] Structured second-level cache entries: disabled
00:54:28,236 INFO  [org.hibernate.cfg.SettingsFactory] Echoing all SQL to stdout
00:54:28,237 INFO  [org.hibernate.cfg.SettingsFactory] Statistics: disabled
00:54:28,237 INFO  [org.hibernate.cfg.SettingsFactory] Deleted entity synthetic identifier rollback: disabled
00:54:28,237 INFO  [org.hibernate.cfg.SettingsFactory] Default entity-mode: pojo
00:54:28,237 INFO  [org.hibernate.cfg.SettingsFactory] Named query checking : enabled
00:54:28,237 INFO  [org.hibernate.cfg.SettingsFactory] Check Nullability in Core (should be disabled when Bean Validation is on): enabled
00:54:28,293 INFO  [org.hibernate.impl.SessionFactoryImpl] building session factory
00:54:28,517 INFO  [org.hibernate.impl.SessionFactoryObjectFactory] Not binding factory to JNDI, no JNDI name configured
00:54:28,522 INFO  [org.hibernate.tool.hbm2ddl.SchemaUpdate] Running hbm2ddl schema update
00:54:28,522 INFO  [org.hibernate.tool.hbm2ddl.SchemaUpdate] fetching database metadata
00:54:28,523 INFO  [org.hibernate.tool.hbm2ddl.SchemaUpdate] updating schema
00:54:28,554 INFO  [org.hibernate.tool.hbm2ddl.TableMetadata] table found: sc.sc
00:54:28,554 INFO  [org.hibernate.tool.hbm2ddl.TableMetadata] columns: [student_id, course_id]
00:54:28,554 INFO  [org.hibernate.tool.hbm2ddl.TableMetadata] foreign keys: [fke5039f84ec9, fke5089f14acb]
00:54:28,554 INFO  [org.hibernate.tool.hbm2ddl.TableMetadata] indexes: [fke5039f84ec9, primary, fke5089f14acb]
00:54:28,566 INFO  [org.hibernate.tool.hbm2ddl.TableMetadata] table found: sc.course
00:54:28,566 INFO  [org.hibernate.tool.hbm2ddl.TableMetadata] columns: [id, name, credit]
00:54:28,566 INFO  [org.hibernate.tool.hbm2ddl.TableMetadata] foreign keys: []
00:54:28,566 INFO  [org.hibernate.tool.hbm2ddl.TableMetadata] indexes: [primary]
00:54:28,591 INFO  [org.hibernate.tool.hbm2ddl.TableMetadata] table found: sc.address
00:54:28,591 INFO  [org.hibernate.tool.hbm2ddl.TableMetadata] columns: [id, area, street, number, city]
00:54:28,591 INFO  [org.hibernate.tool.hbm2ddl.TableMetadata] foreign keys: []
00:54:28,591 INFO  [org.hibernate.tool.hbm2ddl.TableMetadata] indexes: [primary]
00:54:28,611 INFO  [org.hibernate.tool.hbm2ddl.TableMetadata] table found: sc.department
00:54:28,611 INFO  [org.hibernate.tool.hbm2ddl.TableMetadata] columns: [id, name]
00:54:28,611 INFO  [org.hibernate.tool.hbm2ddl.TableMetadata] foreign keys: []
00:54:28,611 INFO  [org.hibernate.tool.hbm2ddl.TableMetadata] indexes: [primary]
00:54:28,618 INFO  [org.hibernate.tool.hbm2ddl.TableMetadata] table found: sc.student
00:54:28,619 INFO  [org.hibernate.tool.hbm2ddl.TableMetadata] columns: [id, sid, sex, age, name, dept, password]
00:54:28,619 INFO  [org.hibernate.tool.hbm2ddl.TableMetadata] foreign keys: [fk8ffe823b1a00c906, fk8ffe823b19d3878f]
00:54:28,619 INFO  [org.hibernate.tool.hbm2ddl.TableMetadata] indexes: [primary, fk8ffe823b1a00c906, fk8ffe823b19d3878f]
00:54:28,620 INFO  [org.hibernate.tool.hbm2ddl.SchemaUpdate] schema update complete
00:54:28,912 INFO  [org.springframework.beans.factory.support.DefaultListableBeanFactory] Destroying singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@1ac6103: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,service.ICourseService,service.IDeptService,dao.ICourseDao,dao.IDepartmentDao,adminAction1,cdAction,studentAction,studentForm,sessionFactory,studentDao,courseDao,studentService,scService,txManager,org.springframework.aop.config.internalAutoProxyCreator,org.springframework.transaction.annotation.AnnotationTransactionAttributeSource#0,org.springframework.transaction.interceptor.TransactionInterceptor#0,org.springframework.transaction.config.internalTransactionAdvisor]; root of factory hierarchy
00:54:28,913 INFO  [org.springframework.orm.hibernate3.LocalSessionFactoryBean] Closing Hibernate SessionFactory
00:54:28,913 INFO  [org.hibernate.impl.SessionFactoryImpl] closing
00:54:28,913 INFO  [org.hibernate.connection.DriverManagerConnectionProvider] cleaning up connection pool: jdbc:mysql://localhost:3306/sc?useUnicode=true&characterEncoding=gbk
